"term","year","district","school","map.grade","subject","rit","se","percentile","goal.fall.fall","goal.spring.spring","goal.fall.spring","goal.fall.winter","hash.id"
"fall","2014-2015","ReNEW Charter Schools","STA",0,"math",129,3,10,22,,18,9,"68183229190e520a7d2b53230ce7cf7c3e0694dcf06a4dbb8e04e7d2758c388f"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",164,3,22,16,,15,9,"379ae7619fd1fecbd6a0b004c29b5feadacdd729a72e63c62f8c11ecb6657c58"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",163,3,12,17,,15,8,"379ae7619fd1fecbd6a0b004c29b5feadacdd729a72e63c62f8c11ecb6657c58"
"fall","2014-2015","ReNEW Charter Schools","DTA",0,"reading",132,3,16,19,,16,9,"53146f6e93a9ed66a01e3dbe9c4824346b1e6bea0441a925eec70163323b419c"
"fall","2014-2015","ReNEW Charter Schools","DTA",0,"math",129,3.1,10,22,,18,9,"53146f6e93a9ed66a01e3dbe9c4824346b1e6bea0441a925eec70163323b419c"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"reading",155,3,9,18,,17,9,"1e966bcdb04212417f0b924479a5c59061559f14bdb750df835747df3073409f"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"math",142,3.2,1,20,,18,10,"1e966bcdb04212417f0b924479a5c59061559f14bdb750df835747df3073409f"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"reading",133,3.1,2,15,,16,10,"c141df7a027d4fad238cd88573d0abdf4a11162a395f20cf0f78a049cb8b5aaa"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"math",133,3,1,23,,21,12,"c141df7a027d4fad238cd88573d0abdf4a11162a395f20cf0f78a049cb8b5aaa"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",163,3,20,16,,15,9,"b905bb81f552aa61c586c37d44d28de177af9532597600a35c11487b94533ab0"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",170,3.1,26,15,,14,8,"b905bb81f552aa61c586c37d44d28de177af9532597600a35c11487b94533ab0"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"math",136,3,2,22,,21,12,"ded133e4b28e43c07203b3c8208b9ffd61823e0122e63d33e975ab4fda5c0b11"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"reading",130,3.4,1,15,,16,10,"ded133e4b28e43c07203b3c8208b9ffd61823e0122e63d33e975ab4fda5c0b11"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"reading",143,3.2,9,15,,16,10,"b339e9f2d254f92811098eef86c2df85c7599801b51694328cd212c2a9a8acae"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"math",141,2.9,5,21,,20,11,"b339e9f2d254f92811098eef86c2df85c7599801b51694328cd212c2a9a8acae"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",160,3.1,8,17,,15,9,"76f3ff4ac5cdcd2ca3eb88850b04d878ada7a13eaeb62f550c6b50bb3c5d2974"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",169,3,33,15,,15,8,"76f3ff4ac5cdcd2ca3eb88850b04d878ada7a13eaeb62f550c6b50bb3c5d2974"
"fall","2014-2015","ReNEW Charter Schools","AHS",9,"reading",222,3.2,52,2,,2,2,"d7c0c34f58e0b210970ce40b027ec04418b712804dfcf31787ce6f905c75f359"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"math",160,3.1,42,16,,16,10,"3ab063aad81a5e254b8e2317824ffaf6ee024cca6a75d54b1f00f16d3da52e91"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"reading",150,3,21,15,,16,10,"3ab063aad81a5e254b8e2317824ffaf6ee024cca6a75d54b1f00f16d3da52e91"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"math",130,3,1,22,,19,11,"2562ec3d11203a99063b499bbe6de91b2d8deb6fb7778981fd620672fe92b184"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"reading",138,3,1,21,,19,11,"2562ec3d11203a99063b499bbe6de91b2d8deb6fb7778981fd620672fe92b184"
"fall","2014-2015","ReNEW Charter Schools","AHS",9,"reading",195,3.4,4,3,,2,2,"52d84f5772e76618296ff076065fa2b7171b345cb12d27204fac4ba676b35e2c"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"reading",154,3,31,15,,17,10,"0e10309bff1cfbc6907c3cd60da1150c24957a4660c64306fb015cb82711a868"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"math",147,3,12,19,,19,11,"0e10309bff1cfbc6907c3cd60da1150c24957a4660c64306fb015cb82711a868"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",177,3,46,14,,13,7,"e434f0c9602db6a04ca2c07233c954bb06475fa892cfa4000e8071679452e5ad"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",175,3,48,14,,14,8,"e434f0c9602db6a04ca2c07233c954bb06475fa892cfa4000e8071679452e5ad"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",179,3,52,14,,13,7,"e3b6db68fc2efada49c30f2fb65f1f354ad4a8a5829375ab5104b085a378c71c"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",174,3.1,45,14,,14,8,"e3b6db68fc2efada49c30f2fb65f1f354ad4a8a5829375ab5104b085a378c71c"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",167,3,28,16,,15,8,"838eb80941e5d80670706581e6b5f464d7ace9eeefbcc50ada32ce284cfbadc0"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",158,3.1,6,17,,16,9,"838eb80941e5d80670706581e6b5f464d7ace9eeefbcc50ada32ce284cfbadc0"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",132,3,1,22,,20,11,"35dd7b0dc1de6bd789942dbda2a12bfe2b91e0c9ac61dc1cbf3611c6efa95500"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",130,3.1,1,22,,19,11,"35dd7b0dc1de6bd789942dbda2a12bfe2b91e0c9ac61dc1cbf3611c6efa95500"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"reading",131,3.1,1,15,,16,10,"5e196c1a5c774af3a711f7c00af80399ba22a05be84ec9709a13661cebe79b29"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"math",144,3,8,20,,19,11,"5e196c1a5c774af3a711f7c00af80399ba22a05be84ec9709a13661cebe79b29"
"fall","2014-2015","ReNEW Charter Schools","AHS",12,"reading",205,3.4,,,,,,"19ad9799924ed46dcafdffe1737c103dd865aee2b159fd79367358b5266c7443"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",175,3,40,15,,14,8,"9aa37bfe8afa032105f498bf936b7e54e5a067e0db11866fc50ecba4f0d95e18"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",176,3.3,50,14,,14,8,"9aa37bfe8afa032105f498bf936b7e54e5a067e0db11866fc50ecba4f0d95e18"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"math",134,3.1,2,22,,21,12,"46611ab62bd24eca6416417b2ea5687f343892e4db36a7fc52e2f45d18fe9c6d"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"reading",143,3,9,15,,16,10,"46611ab62bd24eca6416417b2ea5687f343892e4db36a7fc52e2f45d18fe9c6d"
"fall","2014-2015","ReNEW Charter Schools","AHS",11,"reading",186,3.6,1,,,,,"85f7ee927dcbacc016b3b5972eb869dead2b87392dea838ad2fe1a5678cc597e"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"reading",146,3.1,13,15,,16,10,"633c80ba42928a10638adf2fb8a7f5086d126e770563afdf2b7469cb96d81c0f"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"math",149,3,15,19,,18,11,"633c80ba42928a10638adf2fb8a7f5086d126e770563afdf2b7469cb96d81c0f"
"fall","2014-2015","ReNEW Charter Schools","AHS",11,"reading",225,3.2,55,,,,,"8a642c9ab582e8fe2817cfa2451f244ead4f604a8d12c999d3fbd850644d59b3"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"reading",145,3.1,12,15,,16,10,"f0c26527faf1e90a3985dc39039ba1b8f1ac08bceec8b69ef99d2b8fa2e24aa3"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"math",138,3,3,21,,20,12,"f0c26527faf1e90a3985dc39039ba1b8f1ac08bceec8b69ef99d2b8fa2e24aa3"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"math",151,3,19,18,,18,10,"40da57b66dfbf41261ca71426a97a80b745667b7faa74089721457b9afec045b"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"reading",144,3,10,15,,16,10,"40da57b66dfbf41261ca71426a97a80b745667b7faa74089721457b9afec045b"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"reading",153,3,28,15,,17,10,"e6ac129460a16e525f5f63b16d9aa8db7a46f323f33a46ab21ace292ba443f37"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"math",153,3,24,18,,18,10,"e6ac129460a16e525f5f63b16d9aa8db7a46f323f33a46ab21ace292ba443f37"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"math",154,3.2,26,18,,17,10,"45eba550f6a3e3bdadbb66c27b5ef73191074d6d21af3467e89cf94a2dfe6e18"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"reading",149,3,19,15,,16,10,"45eba550f6a3e3bdadbb66c27b5ef73191074d6d21af3467e89cf94a2dfe6e18"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",160,3,8,17,,15,9,"a3208c37e1de544bf258137642e41af19084730be25b7a094c0e17ca09a17003"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",154,3.1,8,18,,17,9,"a3208c37e1de544bf258137642e41af19084730be25b7a094c0e17ca09a17003"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",162,3,11,17,,15,8,"83360d3d2b04ef78475965b08e354ee7b5828b9ec6e819850808673183cd00df"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",161,3,17,17,,16,9,"83360d3d2b04ef78475965b08e354ee7b5828b9ec6e819850808673183cd00df"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"math",162,3,11,17,,15,8,"606dd61373306c31c05a01f9d2ad3de5d02ce9d98f62ec3518f58c09f5e2f6d4"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"reading",154,3,8,18,,17,9,"606dd61373306c31c05a01f9d2ad3de5d02ce9d98f62ec3518f58c09f5e2f6d4"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",175,3,40,15,,14,8,"3261b85130fcf97128c67d4be39fa8e3b2d57c25c7cbc43d05dae171bf2b4697"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",175,3.1,48,14,,14,8,"3261b85130fcf97128c67d4be39fa8e3b2d57c25c7cbc43d05dae171bf2b4697"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"math",161,3.1,9,17,,15,8,"58805359f5a81405133d949cc1235f96223fbb96c412eb4e0b31ac5037cbda7a"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"reading",144,3.1,2,20,,18,10,"58805359f5a81405133d949cc1235f96223fbb96c412eb4e0b31ac5037cbda7a"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"math",165,3,15,16,,15,8,"e64cb685fd416881af13cb054ec8c94b2f039973b03a9dd68d7a738fc5986668"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"reading",158,3,12,17,,16,9,"e64cb685fd416881af13cb054ec8c94b2f039973b03a9dd68d7a738fc5986668"
"fall","2014-2015","ReNEW Charter Schools","AHS",9,"reading",199,3.2,7,3,,2,2,"734f69ddd8dad68ce981d64c9d55f7a9dfc216c5bacc66a81212241aa9dd4586"
"fall","2014-2015","ReNEW Charter Schools","RCAA",0,"reading",134,3,21,19,,16,9,"c234af96d48a84baafdb2ff2452ab52f3f711c4d2cca277ae71edf74ed6dd098"
"fall","2014-2015","ReNEW Charter Schools","RCAA",0,"math",126,3.1,6,22,,19,9,"c234af96d48a84baafdb2ff2452ab52f3f711c4d2cca277ae71edf74ed6dd098"
"fall","2014-2015","ReNEW Charter Schools","SCH",2,"reading",176,3.3,50,14,,14,8,"a58f0b44ae9fab53648b0d7c37bf1a8b83bc8c5312ef7d1c9e4262025ef0b7fe"
"fall","2014-2015","ReNEW Charter Schools","SCH",2,"math",180,3.1,56,14,,13,7,"a58f0b44ae9fab53648b0d7c37bf1a8b83bc8c5312ef7d1c9e4262025ef0b7fe"
"fall","2014-2015","ReNEW Charter Schools","RCAA",0,"math",113,3.5,1,25,,21,10,"e89f88d69c3baf3b27443d9555d97497d95eb8fd694b75309075c14b56001c78"
"fall","2014-2015","ReNEW Charter Schools","RCAA",0,"reading",125,3.1,5,20,,17,9,"e89f88d69c3baf3b27443d9555d97497d95eb8fd694b75309075c14b56001c78"
"fall","2014-2015","ReNEW Charter Schools","SCH",0,"math",118,3.4,1,24,,20,9,"f91af2a4cd9cc9e22e8a38dabd7412bd797990961b2a4a4898574df39e0b707e"
"fall","2014-2015","ReNEW Charter Schools","SCH",0,"reading",135,3,24,19,,16,9,"f91af2a4cd9cc9e22e8a38dabd7412bd797990961b2a4a4898574df39e0b707e"
"fall","2014-2015","ReNEW Charter Schools","SCH",2,"reading",159,3.1,14,17,,16,9,"b6aea4483c0ffa2063fb996ff93790980902ca2fe75340b0465d558355e19dca"
"fall","2014-2015","ReNEW Charter Schools","SCH",2,"math",163,3.1,12,17,,15,8,"b6aea4483c0ffa2063fb996ff93790980902ca2fe75340b0465d558355e19dca"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"reading",175,3,48,14,,14,8,"11c5c9fe45ea4222860ae8dcfc353933185d4496a37fd4affc2e3ab056fb698a"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"math",182,3.1,62,13,,13,7,"11c5c9fe45ea4222860ae8dcfc353933185d4496a37fd4affc2e3ab056fb698a"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",171,3,29,15,,14,8,"6ea5281bef8739a4356d441778bebf73fe47784128218a884088edb97b38338c"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",167,3,28,16,,15,8,"6ea5281bef8739a4356d441778bebf73fe47784128218a884088edb97b38338c"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",156,3,4,18,,16,9,"e90eb0aa25be8039a66fb19824361d09ec98e68c24993d05931fd6aaaa66ac4f"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",153,3,7,18,,17,9,"e90eb0aa25be8039a66fb19824361d09ec98e68c24993d05931fd6aaaa66ac4f"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",197,3.1,91,10,,11,6,"0bc88e745bacf544a9d9557eacfb994cf4392e28eb9ae2f771781fba860cd063"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",191,3,84,12,,12,7,"0bc88e745bacf544a9d9557eacfb994cf4392e28eb9ae2f771781fba860cd063"
"fall","2014-2015","ReNEW Charter Schools","SCH",0,"reading",124,3.1,4,20,,17,9,"67c63cb5ba763902da721e1830435b4c0ec3e30a29ea7d70196cdcd84bac19ab"
"fall","2014-2015","ReNEW Charter Schools","RCAA",0,"reading",151,3.2,78,17,,14,8,"d55afa86c6789fb7f205a6f738985f4f6a061324af4e1524266abdaa9103bddb"
"fall","2014-2015","ReNEW Charter Schools","RCAA",0,"math",142,3.2,44,19,,16,8,"d55afa86c6789fb7f205a6f738985f4f6a061324af4e1524266abdaa9103bddb"
"fall","2014-2015","ReNEW Charter Schools","AHS",9,"reading",201,3.3,9,3,,2,2,"4374f95d895a998cce0babee5b07ab18016edfddd1eebad4cf4325946e0df877"
"fall","2014-2015","ReNEW Charter Schools","SCH",1,"math",152,3,21,18,,18,10,"53d0ead7d13ceb99e525335568b555e4d17bbe1f2906a4b302922ca0af4343eb"
"fall","2014-2015","ReNEW Charter Schools","SCH",1,"reading",151,3,23,15,,16,10,"53d0ead7d13ceb99e525335568b555e4d17bbe1f2906a4b302922ca0af4343eb"
"fall","2014-2015","ReNEW Charter Schools","RCAA",0,"reading",134,3,21,19,,16,9,"bb890b270d9103601827e9c1d2c3d92213fdada40ce4ab523662702e53ccda49"
"fall","2014-2015","ReNEW Charter Schools","RCAA",0,"math",140,3.1,37,20,,16,8,"bb890b270d9103601827e9c1d2c3d92213fdada40ce4ab523662702e53ccda49"
"fall","2014-2015","ReNEW Charter Schools","SCH",2,"reading",153,3,7,18,,17,9,"d860d7ff3dd79908d3cb2a3f1bbc9ca7b751df954a51cfa6b7683fd4c483d121"
"fall","2014-2015","ReNEW Charter Schools","SCH",2,"math",150,3,1,19,,17,9,"d860d7ff3dd79908d3cb2a3f1bbc9ca7b751df954a51cfa6b7683fd4c483d121"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",169,3,24,16,,14,8,"a03c1f7ee373d5d3e240628193e349be0372573b00a82ad2a9ae2b6941e4426f"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",166,3,26,16,,15,8,"a03c1f7ee373d5d3e240628193e349be0372573b00a82ad2a9ae2b6941e4426f"
"fall","2014-2015","ReNEW Charter Schools","STA",0,"math",115,3.3,1,25,,20,10,"6ae74ca526833d533999664b71a1f1ea5477a0358daf3cd864ae02aa896b050f"
"fall","2014-2015","ReNEW Charter Schools","STA",0,"reading",116,3.4,1,21,,17,10,"6ae74ca526833d533999664b71a1f1ea5477a0358daf3cd864ae02aa896b050f"
"fall","2014-2015","ReNEW Charter Schools","AHS",9,"reading",221,3.3,49,2,,2,2,"7543a75483e61467d7ed790c19c2aba4910799e650143bb88854f7f420a1e914"
"fall","2014-2015","ReNEW Charter Schools","STA",0,"math",125,3,5,23,,19,9,"d411f82ae3f748e198945428f7ba9d866a3af424200015d632aa053df189820d"
"fall","2014-2015","ReNEW Charter Schools","STA",0,"reading",127,3.1,7,20,,16,9,"d411f82ae3f748e198945428f7ba9d866a3af424200015d632aa053df189820d"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",154,3,3,18,,16,9,"e5bce7cd455a552f19d4cb75bd3cdc4a21ffa07e80a8626b153741a951ba27e3"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",145,3,2,20,,18,10,"e5bce7cd455a552f19d4cb75bd3cdc4a21ffa07e80a8626b153741a951ba27e3"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",183,3,64,13,,13,7,"9889bb905131f5caf8f165f825b294159d6219fd5cac779fa9a6c3ee955bc447"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",173,3,43,15,,14,8,"9889bb905131f5caf8f165f825b294159d6219fd5cac779fa9a6c3ee955bc447"
"fall","2014-2015","ReNEW Charter Schools","STA",0,"reading",127,3,7,20,,16,9,"1566349e611ebe976043bac073e9751dbce98cf05ed891335c6835ff3e102e43"
"fall","2014-2015","ReNEW Charter Schools","STA",0,"math",129,3,10,22,,18,9,"1566349e611ebe976043bac073e9751dbce98cf05ed891335c6835ff3e102e43"
"fall","2014-2015","ReNEW Charter Schools","SCH",0,"math",132,3.1,16,21,,18,8,"7c4704a1901d1f4505a4db3802241350a8b5529a7a08a447b8c775dacd7955d5"
"fall","2014-2015","ReNEW Charter Schools","SCH",0,"reading",143,3,52,18,,15,8,"7c4704a1901d1f4505a4db3802241350a8b5529a7a08a447b8c775dacd7955d5"
"fall","2014-2015","ReNEW Charter Schools","STA",0,"reading",122,3.2,2,21,,17,9,"1bbe0ab56a9bf92168bd35f45e626889b5eebd62c093dc2eb0eb8ea327a9335f"
"fall","2014-2015","ReNEW Charter Schools","STA",0,"math",124,3.1,4,23,,19,9,"1bbe0ab56a9bf92168bd35f45e626889b5eebd62c093dc2eb0eb8ea327a9335f"
"fall","2014-2015","ReNEW Charter Schools","SCH",1,"reading",161,3,52,15,,17,10,"52a9c8eca2c08c1943275f9bed295ec4d45c3d43670d5d0443be030977ff52e6"
"fall","2014-2015","ReNEW Charter Schools","SCH",1,"math",165,3,56,15,,16,9,"52a9c8eca2c08c1943275f9bed295ec4d45c3d43670d5d0443be030977ff52e6"
"fall","2014-2015","ReNEW Charter Schools","DTA",0,"reading",141,3,44,18,,15,8,"1c61d1d23e2c88a938d04760658eda81d395f0a1e1555e9d4ac9eecaaae7783a"
"fall","2014-2015","ReNEW Charter Schools","DTA",0,"math",139,3,34,20,,17,8,"1c61d1d23e2c88a938d04760658eda81d395f0a1e1555e9d4ac9eecaaae7783a"
"fall","2014-2015","ReNEW Charter Schools","SCH",0,"math",141,3,41,19,,16,8,"11a074c3570cd26e86fa2dc494eeb120440895724ab349f6f8676c49ce99b8e6"
"fall","2014-2015","ReNEW Charter Schools","SCH",0,"reading",140,3,40,18,,15,9,"11a074c3570cd26e86fa2dc494eeb120440895724ab349f6f8676c49ce99b8e6"
"fall","2014-2015","ReNEW Charter Schools","STA",0,"reading",133,3,18,19,,16,9,"7edb56cb84f09e17d2c07164b7d29456ec19cfd3892b8c05aab2304da68f3c2a"
"fall","2014-2015","ReNEW Charter Schools","STA",0,"math",132,3,16,21,,18,8,"7edb56cb84f09e17d2c07164b7d29456ec19cfd3892b8c05aab2304da68f3c2a"
"fall","2014-2015","ReNEW Charter Schools","AHS",11,"reading",209,3.2,18,,,,,"1f1c82186c29368a6da211c4256475352560488927bd92c7ee4ca95bdf8ac11c"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",146,3,3,20,,18,10,"434576c7c1a70279cb8c1cef1128443e9f2e0ba36d8dfb0b8d1a0abd6ed8857e"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",155,3.1,4,18,,16,9,"434576c7c1a70279cb8c1cef1128443e9f2e0ba36d8dfb0b8d1a0abd6ed8857e"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"math",144,3,8,20,,19,11,"d7f25610315bdf1072a7cfa37d2da96fc918b3a45afe91589f6ba2a9623ffe68"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"reading",136,3,3,15,,16,10,"d7f25610315bdf1072a7cfa37d2da96fc918b3a45afe91589f6ba2a9623ffe68"
"fall","2014-2015","ReNEW Charter Schools","RCAA",0,"reading",144,3,55,18,,15,8,"472c82cbf8263074f0589ab03aaf9259cc062a6ade8fff9e01026b21a8f12623"
"fall","2014-2015","ReNEW Charter Schools","RCAA",0,"math",143,3.1,47,19,,16,8,"472c82cbf8263074f0589ab03aaf9259cc062a6ade8fff9e01026b21a8f12623"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"reading",145,3.1,12,15,,16,10,"e36f0b2431ac836e4279bbd59a611d83411d83cd171e1e1ffe5e0eb3620e2c77"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"math",158,3.1,36,17,,17,10,"e36f0b2431ac836e4279bbd59a611d83411d83cd171e1e1ffe5e0eb3620e2c77"
"fall","2014-2015","ReNEW Charter Schools","SCH",0,"reading",138,3.2,33,18,,15,9,"0bbf34c85272f4fb88a0e95eee7b719bcf5429342f801866c025e1f8fc7a136b"
"fall","2014-2015","ReNEW Charter Schools","SCH",0,"math",127,3.1,8,22,,19,9,"0bbf34c85272f4fb88a0e95eee7b719bcf5429342f801866c025e1f8fc7a136b"
"fall","2014-2015","ReNEW Charter Schools","AHS",10,"reading",215,3.1,30,2,,2,2,"e0000b62a95b542bf6ca2bfbad76d06a51eb60844858253762a20681a0879779"
"fall","2014-2015","ReNEW Charter Schools","DTA",0,"reading",132,3,16,19,,16,9,"875e121ed53177a6f32340e047e781545cc24cab51891828cd3370208120872a"
"fall","2014-2015","ReNEW Charter Schools","DTA",0,"math",122,3.1,3,23,,19,9,"875e121ed53177a6f32340e047e781545cc24cab51891828cd3370208120872a"
"fall","2014-2015","ReNEW Charter Schools","SCH",0,"reading",131,2.9,14,19,,16,9,"4f11c843cc8a23e313c878c0aaa93c29f49e0eb9ea14a26c0c9e91b983b004d8"
"fall","2014-2015","ReNEW Charter Schools","SCH",0,"math",126,3.1,6,22,,19,9,"4f11c843cc8a23e313c878c0aaa93c29f49e0eb9ea14a26c0c9e91b983b004d8"
"fall","2014-2015","ReNEW Charter Schools","AHS",9,"reading",231,3.3,74,2,,2,2,"af943f4e5e3a44d2e72aa136d743ebc6d1f453d31e9080afcef90837b6ba4246"
"fall","2014-2015","ReNEW Charter Schools","SCH",0,"reading",132,3,16,19,,16,9,"80c729f08308f11b6b62257c625641f29c3115b7fc575cb18aae314879b7a7af"
"fall","2014-2015","ReNEW Charter Schools","SCH",0,"math",125,3.3,5,23,,19,9,"80c729f08308f11b6b62257c625641f29c3115b7fc575cb18aae314879b7a7af"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"reading",178,3,55,14,,13,8,"1675fc170a49e836fa9cd28285b15c4f2db0e1dfe9d0b8c0bcbc2b5ce4edb2bd"
"fall","2014-2015","ReNEW Charter Schools","SCH",0,"reading",133,3,18,19,,16,9,"8d83d37c9c0cc3d62cf0c13e63c7a6c73328cb817b7619556ce461daee8d428d"
"fall","2014-2015","ReNEW Charter Schools","SCH",0,"math",130,3.1,12,22,,18,9,"8d83d37c9c0cc3d62cf0c13e63c7a6c73328cb817b7619556ce461daee8d428d"
"fall","2014-2015","ReNEW Charter Schools","RCAA",0,"reading",143,3.2,52,18,,15,8,"f7439476ee46fdc454dba6631a7817e63e231a0defd4a334ce5b68abc0715446"
"fall","2014-2015","ReNEW Charter Schools","RCAA",0,"math",126,3.2,6,22,,19,9,"f7439476ee46fdc454dba6631a7817e63e231a0defd4a334ce5b68abc0715446"
"fall","2014-2015","ReNEW Charter Schools","RCAA",0,"math",128,3.1,9,22,,18,9,"3beeb8fb626f70d97d8ee8d6355677a0ba0df24377e72c103a7a4049127b7be9"
"fall","2014-2015","ReNEW Charter Schools","RCAA",0,"reading",135,3,24,19,,16,9,"3beeb8fb626f70d97d8ee8d6355677a0ba0df24377e72c103a7a4049127b7be9"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",183,3,64,13,,13,7,"95cca5a9634d04e9f3ea72821436106c050b3571b6c45d513d8ced94799988c3"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",177,3,53,14,,14,8,"95cca5a9634d04e9f3ea72821436106c050b3571b6c45d513d8ced94799988c3"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"math",178,3,49,14,,13,7,"67d97bfec4259d5d03a8b8a2652da707bcd0795362034e0c75dc3453add433ad"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"reading",172,3.1,40,15,,14,8,"67d97bfec4259d5d03a8b8a2652da707bcd0795362034e0c75dc3453add433ad"
"fall","2014-2015","ReNEW Charter Schools","STA",0,"math",125,3,5,23,,19,9,"674e8470122577161d9dc6721a99db589859b29b40dc08796ed9e052fea01b57"
"fall","2014-2015","ReNEW Charter Schools","STA",0,"reading",132,3.1,16,19,,16,9,"674e8470122577161d9dc6721a99db589859b29b40dc08796ed9e052fea01b57"
"fall","2014-2015","ReNEW Charter Schools","STA",0,"math",130,3,12,22,,18,9,"afdd4578e062c5bdc4ea3da1ff42fd0eb8c515d936e16ad4c1dff0abfa5dc765"
"fall","2014-2015","ReNEW Charter Schools","STA",0,"reading",134,3,21,19,,16,9,"afdd4578e062c5bdc4ea3da1ff42fd0eb8c515d936e16ad4c1dff0abfa5dc765"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",176,3,43,14,,13,8,"37a9e3edf460f39ba7a242f9fd8515fb2f565a6ab4c558b1a27ad5c88417a7b4"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",177,3,53,14,,14,8,"37a9e3edf460f39ba7a242f9fd8515fb2f565a6ab4c558b1a27ad5c88417a7b4"
